"Name","Slug","Path"
"Hexblast","hexblast","gem/skill/hexblast.png"
"Crackling Lance","crackling-lance","gem/skill/crackling-lance.png"
"Perforate of Bloodshed","perforate-of-bloodshed","gem/skill/perforate-of-bloodshed.png"
"Blade Trap","blade-trap","gem/skill/blade-trap.png"
"Infernal Cry","infernal-cry","gem/skill/infernal-cry.png"
"Frost Wall","frost-wall","gem/skill/frost-wall.png"
"Scorching Ray","scorching-ray","gem/skill/scorching-ray.png"
"Kinetic Bolt","kinetic-bolt","gem/skill/kinetic-bolt.png"
"Cremation of Exhuming","cremation-of-exhuming","gem/skill/cremation-of-exhuming.png"
"Blade Trap of Greatswords","blade-trap-of-greatswords","gem/skill/blade-trap-of-greatswords.png"
"Manabond","manabond","gem/skill/manabond.png"
"Hexblast of Contradiction","hexblast-of-contradiction","gem/skill/hexblast-of-contradiction.png"
"Lightning Trap of Sparking","lightning-trap-of-sparking","gem/skill/lightning-trap-of-sparking.png"
"Flameblast","flameblast","gem/skill/flameblast.png"
"Vulnerability","vulnerability","gem/skill/vulnerability.png"
"Brand Recall","brand-recall","gem/skill/brand-recall.png"
"Boneshatter of Complex Trauma","boneshatter-of-complex-trauma","gem/skill/boneshatter-of-complex-trauma.png"
"Sunder of Earthbreaking","sunder-of-earthbreaking","gem/skill/sunder-of-earthbreaking.png"
"Siege Ballista","siege-ballista","gem/skill/siege-ballista.png"
"Crackling Lance of Branching","crackling-lance-of-branching","gem/skill/crackling-lance-of-branching.png"
"Dual Strike","dual-strike","gem/skill/dual-strike.png"
"Herald of Ice","herald-of-ice","gem/skill/herald-of-ice.png"
"Mirror Arrow of Prismatic Clones","mirror-arrow-of-prismatic-clones","gem/skill/mirror-arrow-of-prismatic-clones.png"
"Kinetic Bolt of Fragmentation","kinetic-bolt-of-fragmentation","gem/skill/kinetic-bolt-of-fragmentation.png"
"Ice Shot of Penetration","ice-shot-of-penetration","gem/skill/ice-shot-of-penetration.png"
"Vortex of Projection","vortex-of-projection","gem/skill/vortex-of-projection.png"
"Blink Arrow of Bombarding Clones","blink-arrow-of-bombarding-clones","gem/skill/blink-arrow-of-bombarding-clones.png"
"Perforate","perforate","gem/skill/perforate.png"
"Discharge","discharge","gem/skill/discharge.png"
"Glacial Hammer","glacial-hammer","gem/skill/glacial-hammer.png"
"Poisonous Concoction of Bouncing","poisonous-concoction-of-bouncing","gem/skill/poisonous-concoction-of-bouncing.png"
"Steelskin","steelskin","gem/skill/steelskin.png"
"Elemental Hit","elemental-hit","gem/skill/elemental-hit.png"
"Shockwave Totem","shockwave-totem","gem/skill/shockwave-totem.png"
"Wild Strike of Extremes","wild-strike-of-extremes","gem/skill/wild-strike-of-extremes.png"
"Automation","automation","gem/skill/automation.png"
"Storm Rain of the Conduit","storm-rain-of-the-conduit","gem/skill/storm-rain-of-the-conduit.png"
"Flame Surge","flame-surge","gem/skill/flame-surge.png"
"Ice Spear","ice-spear","gem/skill/ice-spear.png"
"Animate Weapon of Self Reflection","animate-weapon-of-self-reflection","gem/skill/animate-weapon-of-self-reflection.png"
"Berserk","berserk","gem/skill/berserk.png"
"Flameblast of Celerity","flameblast-of-celerity","gem/skill/flameblast-of-celerity.png"
"Tempest Shield","tempest-shield","gem/skill/tempest-shield.png"
"Explosive Concoction","explosive-concoction","gem/skill/explosive-concoction.png"
"Blade Blast of Unloading","blade-blast-of-unloading","gem/skill/blade-blast-of-unloading.png"
"Penance Brand of Dissipation","penance-brand-of-dissipation","gem/skill/penance-brand-of-dissipation.png"
"Soulrend of Reaping","soulrend-of-reaping","gem/skill/soulrend-of-reaping.png"
"Cyclone of Tumult","cyclone-of-tumult","gem/skill/cyclone-of-tumult.png"
"Ethereal Knives of Lingering Blades","ethereal-knives-of-lingering-blades","gem/skill/ethereal-knives-of-lingering-blades.png"
"Firestorm of Pelting","firestorm-of-pelting","gem/skill/firestorm-of-pelting.png"
"Pyroclast Mine of Sabotage","pyroclast-mine-of-sabotage","gem/skill/pyroclast-mine-of-sabotage.png"
"Divine Retribution","divine-retribution","gem/skill/divine-retribution.png"
"Toxic Rain","toxic-rain","gem/skill/toxic-rain.png"
"Lightning Conduit of the Heavens","lightning-conduit-of-the-heavens","gem/skill/lightning-conduit-of-the-heavens.png"
"Explosive Arrow","explosive-arrow","gem/skill/explosive-arrow.png"
"Purity of Lightning","purity-of-lightning","gem/skill/purity-of-lightning.png"
"Scourge Arrow of Menace","scourge-arrow-of-menace","gem/skill/scourge-arrow-of-menace.png"
"Malevolence","malevolence","gem/skill/malevolence.png"
"Corrupting Fever","corrupting-fever","gem/skill/corrupting-fever.png"
"Summon Ice Golem of Hordes","summon-ice-golem-of-hordes","gem/skill/summon-ice-golem-of-hordes.png"
"Vigilant Strike","vigilant-strike","gem/skill/vigilant-strike.png"
"Shield Crush of the Chieftain","shield-crush-of-the-chieftain","gem/skill/shield-crush-of-the-chieftain.png"
"Rain of Arrows of Artillery","rain-of-arrows-of-artillery","gem/skill/rain-of-arrows-of-artillery.png"
"Rain of Arrows of Saturation","rain-of-arrows-of-saturation","gem/skill/rain-of-arrows-of-saturation.png"
"Soul Link","soul-link","gem/skill/soul-link.png"
"Fire Trap","fire-trap","gem/skill/fire-trap.png"
"Double Strike of Impaling","double-strike-of-impaling","gem/skill/double-strike-of-impaling.png"
"Scorching Ray of Immolation","scorching-ray-of-immolation","gem/skill/scorching-ray-of-immolation.png"
"Rage Vortex of Berserking","rage-vortex-of-berserking","gem/skill/rage-vortex-of-berserking.png"
"Volatile Dead of Confinement","volatile-dead-of-confinement","gem/skill/volatile-dead-of-confinement.png"
"Spectral Throw of Materialising","spectral-throw-of-materialising","gem/skill/spectral-throw-of-materialising.png"
"Explosive Trap of Shrapnel","explosive-trap-of-shrapnel","gem/skill/explosive-trap-of-shrapnel.png"
"Destructive Link","destructive-link","gem/skill/destructive-link.png"
"Voltaxic Burst","voltaxic-burst","gem/skill/voltaxic-burst.png"
"Bladefall of Impaling","bladefall-of-impaling","gem/skill/bladefall-of-impaling.png"
"Frost Shield","frost-shield","gem/skill/frost-shield.png"
"Ambush","ambush","gem/skill/ambush.png"
"Summon Chaos Golem of the Maelström","summon-chaos-golem-of-the-maelström","gem/skill/summon-chaos-golem-of-the-maelström.png"
"Eviscerate","eviscerate","gem/skill/eviscerate.png"
"Storm Burst","storm-burst","gem/skill/storm-burst.png"
"Phase Run","phase-run","gem/skill/phase-run.png"
"Puncture of Shanking","puncture-of-shanking","gem/skill/puncture-of-shanking.png"
"Arc","arc","gem/skill/arc.png"
"Flamethrower Trap","flamethrower-trap","gem/skill/flamethrower-trap.png"
"Infernal Blow of Immolation","infernal-blow-of-immolation","gem/skill/infernal-blow-of-immolation.png"
"Defiance Banner","defiance-banner","gem/skill/defiance-banner.png"
"Lightning Arrow of Electrocution","lightning-arrow-of-electrocution","gem/skill/lightning-arrow-of-electrocution.png"
"Herald of Agony","herald-of-agony","gem/skill/herald-of-agony.png"
"Ensnaring Arrow","ensnaring-arrow","gem/skill/ensnaring-arrow.png"
"Arc of Oscillating","arc-of-oscillating","gem/skill/arc-of-oscillating.png"
"Discipline","discipline","gem/skill/discipline.png"
"Void Sphere","void-sphere","gem/skill/void-sphere.png"
"Summon Stone Golem of Safeguarding","summon-stone-golem-of-safeguarding","gem/skill/summon-stone-golem-of-safeguarding.png"
"Static Strike","static-strike","gem/skill/static-strike.png"
"Earthshatter of Prominence","earthshatter-of-prominence","gem/skill/earthshatter-of-prominence.png"
"Frost Blades","frost-blades","gem/skill/frost-blades.png"
"Blight of Contagion","blight-of-contagion","gem/skill/blight-of-contagion.png"
"Essence Drain of Wickedness","essence-drain-of-wickedness","gem/skill/essence-drain-of-wickedness.png"
"Kinetic Fusillade","kinetic-fusillade","gem/skill/kinetic-fusillade.png"
"Awakened Empower Support","awakened-empower-support","gem/support/awakened-empower-support.png"
"Hex Bloom Support","hex-bloom-support","gem/support/hex-bloom-support.png"
"Slower Projectiles Support","slower-projectiles-support","gem/support/slower-projectiles-support.png"
"Impending Doom Support","impending-doom-support","gem/support/impending-doom-support.png"
"Chance to Poison Support","chance-to-poison-support","gem/support/chance-to-poison-support.png"
"Awakened Enhance Support","awakened-enhance-support","gem/support/awakened-enhance-support.png"
"Enhance Support","enhance-support","gem/support/enhance-support.png"
"Cruelty Support","cruelty-support","gem/support/cruelty-support.png"
"Mana Leech Support","mana-leech-support","gem/support/mana-leech-support.png"
"Windburst Support","windburst-support","gem/support/windburst-support.png"
"Blasphemy Support","blasphemy-support","gem/support/blasphemy-support.png"
"Second Wind Support","second-wind-support","gem/support/second-wind-support.png"
"Arcane Surge Support","arcane-surge-support","gem/support/arcane-surge-support.png"
"Greater Volley Support","greater-volley-support","gem/support/greater-volley-support.png"
"Multiple Traps Support","multiple-traps-support","gem/support/multiple-traps-support.png"
"Melee Physical Damage Support","melee-physical-damage-support","gem/support/melee-physical-damage-support.png"
"Charged Traps Support","charged-traps-support","gem/support/charged-traps-support.png"
"Overcharge Support","overcharge-support","gem/support/overcharge-support.png"
"Vile Toxins Support","vile-toxins-support","gem/support/vile-toxins-support.png"
"Volatility Support","volatility-support","gem/support/volatility-support.png"
"Trap and Mine Damage Support","trap-and-mine-damage-support","gem/support/trap-and-mine-damage-support.png"
"Expert Retaliation Support","expert-retaliation-support","gem/support/expert-retaliation-support.png"
"Flamewood Support","flamewood-support","gem/support/flamewood-support.png"
"Sadism Support","sadism-support","gem/support/sadism-support.png"
"Cold to Fire Support","cold-to-fire-support","gem/support/cold-to-fire-support.png"
"Multiple Projectiles Support","multiple-projectiles-support","gem/support/multiple-projectiles-support.png"
"Nightblade Support","nightblade-support","gem/support/nightblade-support.png"
"Added Cold Damage Support","added-cold-damage-support","gem/support/added-cold-damage-support.png"
"Endurance Charge on Melee Stun Support","endurance-charge-on-melee-stun-support","gem/support/endurance-charge-on-melee-stun-support.png"
"Lightning Penetration Support","lightning-penetration-support","gem/support/lightning-penetration-support.png"
"Concentrated Effect Support","concentrated-effect-support","gem/support/concentrated-effect-support.png"
"Mirage Archer Support","mirage-archer-support","gem/support/mirage-archer-support.png"
"Controlled Blaze Support","controlled-blaze-support","gem/support/controlled-blaze-support.png"
"Trinity Support","trinity-support","gem/support/trinity-support.png"
"Infused Channelling Support","infused-channelling-support","gem/support/infused-channelling-support.png"
"Spell Totem Support","spell-totem-support","gem/support/spell-totem-support.png"
"Point Blank Support","point-blank-support","gem/support/point-blank-support.png"
"Efficacy Support","efficacy-support","gem/support/efficacy-support.png"
"Trap Support","trap-support","gem/support/trap-support.png"
"Cursed Ground Support","cursed-ground-support","gem/support/cursed-ground-support.png"
"Bonechill Support","bonechill-support","gem/support/bonechill-support.png"
"Behead Support","behead-support","gem/support/behead-support.png"
"Generosity Support","generosity-support","gem/support/generosity-support.png"
"Deadly Ailments Support","deadly-ailments-support","gem/support/deadly-ailments-support.png"
"Critical Strike Affliction Support","critical-strike-affliction-support","gem/support/critical-strike-affliction-support.png"
"Cast on Melee Kill Support","cast-on-melee-kill-support","gem/support/cast-on-melee-kill-support.png"
"Elemental Damage with Attacks Support","elemental-damage-with-attacks-support","gem/support/elemental-damage-with-attacks-support.png"
"Withering Touch Support","withering-touch-support","gem/support/withering-touch-support.png"
"Bloodlust Support","bloodlust-support","gem/support/bloodlust-support.png"
"Frigid Bond Support","frigid-bond-support","gem/support/frigid-bond-support.png"
"Life Leech Support","life-leech-support","gem/support/life-leech-support.png"
"Cold Penetration Support","cold-penetration-support","gem/support/cold-penetration-support.png"
"Damage on Full Life Support","damage-on-full-life-support","gem/support/damage-on-full-life-support.png"
"Physical to Lightning Support","physical-to-lightning-support","gem/support/physical-to-lightning-support.png"
"Mark On Hit Support","mark-on-hit-support","gem/support/mark-on-hit-support.png"
"Rage Support","rage-support","gem/support/rage-support.png"
"Knockback Support","knockback-support","gem/support/knockback-support.png"
"Trauma Support","trauma-support","gem/support/trauma-support.png"
"Iron Grip Support","iron-grip-support","gem/support/iron-grip-support.png"
"Spellblade Support","spellblade-support","gem/support/spellblade-support.png"
"Feeding Frenzy Support","feeding-frenzy-support","gem/support/feeding-frenzy-support.png"
"Barrage Support","barrage-support","gem/support/barrage-support.png"
"Minion Life Support","minion-life-support","gem/support/minion-life-support.png"
"Locus Mine Support","locus-mine-support","gem/support/locus-mine-support.png"
"Melee Splash Support","melee-splash-support","gem/support/melee-splash-support.png"
"Swift Assembly Support","swift-assembly-support","gem/support/swift-assembly-support.png"
"Cast On Critical Strike Support","cast-on-critical-strike-support","gem/support/cast-on-critical-strike-support.png"
"Fresh Meat Support","fresh-meat-support","gem/support/fresh-meat-support.png"
"Elemental Proliferation Support","elemental-proliferation-support","gem/support/elemental-proliferation-support.png"
"Urgent Orders Support","urgent-orders-support","gem/support/urgent-orders-support.png"
"Unbound Ailments Support","unbound-ailments-support","gem/support/unbound-ailments-support.png"
"Summon Phantasm Support","summon-phantasm-support","gem/support/summon-phantasm-support.png"
"Multiple Totems Support","multiple-totems-support","gem/support/multiple-totems-support.png"
"Power Charge On Critical Support","power-charge-on-critical-support","gem/support/power-charge-on-critical-support.png"
"Predator Support","predator-support","gem/support/predator-support.png"
"Decay Support","decay-support","gem/support/decay-support.png"
"Ignite Proliferation Support","ignite-proliferation-support","gem/support/ignite-proliferation-support.png"
"Cast on Death Support","cast-on-death-support","gem/support/cast-on-death-support.png"
"Impale Support","impale-support","gem/support/impale-support.png"
"Pulverise Support","pulverise-support","gem/support/pulverise-support.png"
"Living Lightning Support","living-lightning-support","gem/support/living-lightning-support.png"
"Added Chaos Damage Support","added-chaos-damage-support","gem/support/added-chaos-damage-support.png"
"Swift Affliction Support","swift-affliction-support","gem/support/swift-affliction-support.png"
"Minion Damage Support","minion-damage-support","gem/support/minion-damage-support.png"
"Chance to Bleed Support","chance-to-bleed-support","gem/support/chance-to-bleed-support.png"
"Controlled Destruction Support","controlled-destruction-support","gem/support/controlled-destruction-support.png"
"Life Gain on Hit Support","life-gain-on-hit-support","gem/support/life-gain-on-hit-support.png"
"Energy Leech Support","energy-leech-support","gem/support/energy-leech-support.png"
"Cluster Traps Support","cluster-traps-support","gem/support/cluster-traps-support.png"
"Chain Support","chain-support","gem/support/chain-support.png"
"Infernal Legion Support","infernal-legion-support","gem/support/infernal-legion-support.png"
"Block Chance Reduction Support","block-chance-reduction-support","gem/support/block-chance-reduction-support.png"
"Blind Support","blind-support","gem/support/blind-support.png"
"Pinpoint Support","pinpoint-support","gem/support/pinpoint-support.png"
"Rupture Support","rupture-support","gem/support/rupture-support.png"
"Focused Channelling Support","focused-channelling-support","gem/support/focused-channelling-support.png"
"Iron Will Support","iron-will-support","gem/support/iron-will-support.png"
"Ruthless Support","ruthless-support","gem/support/ruthless-support.png"
"Brutality Support","brutality-support","gem/support/brutality-support.png"
"Kinetic Instability Support","kinetic-instability-support","gem/support/kinetic-instability-support.png"
"Void Manipulation Support","void-manipulation-support","gem/support/void-manipulation-support.png"
"High-Impact Mine Support","high-impact-mine-support","gem/support/high-impact-mine-support.png"
"Spell Cascade Support","spell-cascade-support","gem/support/spell-cascade-support.png"
"Bloodthirst Support","bloodthirst-support","gem/support/bloodthirst-support.png"
"Multistrike Support","multistrike-support","gem/support/multistrike-support.png"
"March of the Legion","march-of-the-legion","gem/support/march-of-the-legion.png"
"Vicious Projectiles Support","vicious-projectiles-support","gem/support/vicious-projectiles-support.png"
"Burning Damage Support","burning-damage-support","gem/support/burning-damage-support.png"
"More Duration Support","more-duration-support","gem/support/more-duration-support.png"
"Corrupting Cry Support","corrupting-cry-support","gem/support/corrupting-cry-support.png"
"Arrow Nova Support","arrow-nova-support","gem/support/arrow-nova-support.png"
"Eternal Blessing Support","eternal-blessing-support","gem/support/eternal-blessing-support.png"
"Combustion Support","combustion-support","gem/support/combustion-support.png"
"Close Combat Support","close-combat-support","gem/support/close-combat-support.png"
"Lifetap Support","lifetap-support","gem/support/lifetap-support.png"
"Elemental Army Support","elemental-army-support","gem/support/elemental-army-support.png"
"Fist of War Support","fist-of-war-support","gem/support/fist-of-war-support.png"
"Guardian's Blessing Support","guardians-blessing-support","gem/support/guardians-blessing-support.png"
"Charged Mines Support","charged-mines-support","gem/support/charged-mines-support.png"
"Minefield Support","minefield-support","gem/support/minefield-support.png"
"Minion Speed Support","minion-speed-support","gem/support/minion-speed-support.png"
"Innervate Support","innervate-support","gem/support/innervate-support.png"
"Fork Support","fork-support","gem/support/fork-support.png"
"Ancestral Call Support","ancestral-call-support","gem/support/ancestral-call-support.png"
"Lesser Multiple Projectiles Support","lesser-multiple-projectiles-support","gem/support/lesser-multiple-projectiles-support.png"
"Faster Projectiles Support","faster-projectiles-support","gem/support/faster-projectiles-support.png"
"Fortify Support","fortify-support","gem/support/fortify-support.png"
"Empower Support","empower-support","gem/support/empower-support.png"
"Focused Ballista Support","focused-ballista-support","gem/support/focused-ballista-support.png"
"Overexertion Support","overexertion-support","gem/support/overexertion-support.png"
"Cast while Channelling Support","cast-while-channelling-support","gem/support/cast-while-channelling-support.png"
"Shockwave Support","shockwave-support","gem/support/shockwave-support.png"
"Devour Support","devour-support","gem/support/devour-support.png"
"Dawnstrider","dawnstrider","gem/support/dawnstrider.png"
"Increased Critical Damage Support","increased-critical-damage-support","gem/support/increased-critical-damage-support.png"
"Faster Casting Support","faster-casting-support","gem/support/faster-casting-support.png"
"Returning Projectiles Support","returning-projectiles-support","gem/support/returning-projectiles-support.png"
"Ice Bite Support","ice-bite-support","gem/support/ice-bite-support.png"
"Immolate Support","immolate-support","gem/support/immolate-support.png"
"Culling Strike Support","culling-strike-support","gem/support/culling-strike-support.png"
"Greater Multiple Projectiles Support","greater-multiple-projectiles-support","gem/support/greater-multiple-projectiles-support.png"
"Faster Attacks Support","faster-attacks-support","gem/support/faster-attacks-support.png"
"Advanced Traps Support","advanced-traps-support","gem/support/advanced-traps-support.png"
"Fire Penetration Support","fire-penetration-support","gem/support/fire-penetration-support.png"
"Ballista Totem Support","ballista-totem-support","gem/support/ballista-totem-support.png"
"Elemental Penetration Support","elemental-penetration-support","gem/support/elemental-penetration-support.png"
"Volley Support","volley-support","gem/support/volley-support.png"
"Archmage Support","archmage-support","gem/support/archmage-support.png"
"Prismatic Burst Support","prismatic-burst-support","gem/support/prismatic-burst-support.png"
"Additional Accuracy Support","additional-accuracy-support","gem/support/additional-accuracy-support.png"
"Blastchain Mine Support","blastchain-mine-support","gem/support/blastchain-mine-support.png"
"Pierce Support","pierce-support","gem/support/pierce-support.png"
"Manaforged Arrows Support","manaforged-arrows-support","gem/support/manaforged-arrows-support.png"
"Increased Area of Effect Support","increased-area-of-effect-support","gem/support/increased-area-of-effect-support.png"
"Cast when Damage Taken Support","cast-when-damage-taken-support","gem/support/cast-when-damage-taken-support.png"
"Increased Critical Strikes Support","increased-critical-strikes-support","gem/support/increased-critical-strikes-support.png"
"Less Duration Support","less-duration-support","gem/support/less-duration-support.png"
"Awakened Enlighten Support","awakened-enlighten-support","gem/support/awakened-enlighten-support.png"
"Sacrifice Support","sacrifice-support","gem/support/sacrifice-support.png"
"Cast when Stunned Support","cast-when-stunned-support","gem/support/cast-when-stunned-support.png"
"Stun Support","stun-support","gem/support/stun-support.png"
"Unleash Support","unleash-support","gem/support/unleash-support.png"
"Intensify Support","intensify-support","gem/support/intensify-support.png"
"Inspiration Support","inspiration-support","gem/support/inspiration-support.png"
"Added Lightning Damage Support","added-lightning-damage-support","gem/support/added-lightning-damage-support.png"
"Chance to Flee Support","chance-to-flee-support","gem/support/chance-to-flee-support.png"
"Meat Shield Support","meat-shield-support","gem/support/meat-shield-support.png"
"Elemental Focus Support","elemental-focus-support","gem/support/elemental-focus-support.png"
"Spell Echo Support","spell-echo-support","gem/support/spell-echo-support.png"
"Enlighten Support","enlighten-support","gem/support/enlighten-support.png"
"Maim Support","maim-support","gem/support/maim-support.png"
"Clarity","clarity","gem/support/clarity.png"
"Hextouch Support","hextouch-support","gem/support/hextouch-support.png"
"Added Fire Damage Support","added-fire-damage-support","gem/support/added-fire-damage-support.png"
"Hypothermia Support","hypothermia-support","gem/support/hypothermia-support.png"
"Swiftbrand Support","swiftbrand-support","gem/support/swiftbrand-support.png"
"Sacred Wisps Support","sacred-wisps-support","gem/support/sacred-wisps-support.png"
"Arrogance Support","arrogance-support","gem/support/arrogance-support.png"
"Momentum Support","momentum-support","gem/support/momentum-support.png"
"Item Rarity Support","item-rarity-support","gem/support/item-rarity-support.png"
"Awakened Generosity Support","awakened-generosity-support","gem/awakened/awakened-generosity-support.png"
"Awakened Cold Penetration Support","awakened-cold-penetration-support","gem/awakened/awakened-cold-penetration-support.png"
"Awakened Elemental Focus Support","awakened-elemental-focus-support","gem/awakened/awakened-elemental-focus-support.png"
"Awakened Added Cold Damage Support","awakened-added-cold-damage-support","gem/awakened/awakened-added-cold-damage-support.png"
"Awakened Added Chaos Damage Support","awakened-added-chaos-damage-support","gem/awakened/awakened-added-chaos-damage-support.png"
"Awakened Spell Echo Support","awakened-spell-echo-support","gem/awakened/awakened-spell-echo-support.png"
"Awakened Added Lightning Damage Support","awakened-added-lightning-damage-support","gem/awakened/awakened-added-lightning-damage-support.png"
"Awakened Vicious Projectiles Support","awakened-vicious-projectiles-support","gem/awakened/awakened-vicious-projectiles-support.png"
"Awakened Swift Affliction Support","awakened-swift-affliction-support","gem/awakened/awakened-swift-affliction-support.png"
"Awakened Fire Penetration Support","awakened-fire-penetration-support","gem/awakened/awakened-fire-penetration-support.png"
"Gemcutter's Prism","gemcutters-prism","gem/awakened/gemcutters-prism.png"
"Awakened Fork Support","awakened-fork-support","gem/awakened/awakened-fork-support.png"
"Awakened Melee Splash Support","awakened-melee-splash-support","gem/awakened/awakened-melee-splash-support.png"
"Awakened Unleash Support","awakened-unleash-support","gem/awakened/awakened-unleash-support.png"
"Awakened Void Manipulation Support","awakened-void-manipulation-support","gem/awakened/awakened-void-manipulation-support.png"
"Awakened Enhance Support","awakened-enhance-support","gem/awakened/awakened-enhance-support.png"
"Awakened Melee Physical Damage Support","awakened-melee-physical-damage-support","gem/awakened/awakened-melee-physical-damage-support.png"
"Awakened Elemental Damage with Attacks Support","awakened-elemental-damage-with-attacks-support","gem/awakened/awakened-elemental-damage-with-attacks-support.png"
"Awakened Cast On Critical Strike Support","awakened-cast-on-critical-strike-support","gem/awakened/awakened-cast-on-critical-strike-support.png"
"Awakened Added Fire Damage Support","awakened-added-fire-damage-support","gem/awakened/awakened-added-fire-damage-support.png"
"Awakened Multistrike Support","awakened-multistrike-support","gem/awakened/awakened-multistrike-support.png"
"The Maven's Writ","the-mavens-writ","gem/awakened/the-mavens-writ.png"
"Awakened Hextouch Support","awakened-hextouch-support","gem/awakened/awakened-hextouch-support.png"
"Awakened Burning Damage Support","awakened-burning-damage-support","gem/awakened/awakened-burning-damage-support.png"
"Awakened Controlled Destruction Support","awakened-controlled-destruction-support","gem/awakened/awakened-controlled-destruction-support.png"
"Awakened Blasphemy Support","awakened-blasphemy-support","gem/awakened/awakened-blasphemy-support.png"
"Awakened Unbound Ailments Support","awakened-unbound-ailments-support","gem/awakened/awakened-unbound-ailments-support.png"
"Awakened Empower Support","awakened-empower-support","gem/awakened/awakened-empower-support.png"
"Awakened Minion Damage Support","awakened-minion-damage-support","gem/awakened/awakened-minion-damage-support.png"
"Awakened Greater Multiple Projectiles Support","awakened-greater-multiple-projectiles-support","gem/awakened/awakened-greater-multiple-projectiles-support.png"
"Awakened Enlighten Support","awakened-enlighten-support","gem/awakened/awakened-enlighten-support.png"
"Awakened Cast While Channelling Support","awakened-cast-while-channelling-support","gem/awakened/awakened-cast-while-channelling-support.png"
"The Cheater","the-cheater","gem/awakened/the-cheater.png"
"Desecrated Virtue","desecrated-virtue","gem/awakened/desecrated-virtue.png"
"Awakened Arrow Nova Support","awakened-arrow-nova-support","gem/awakened/awakened-arrow-nova-support.png"
"Awakened Increased Area of Effect Support","awakened-increased-area-of-effect-support","gem/awakened/awakened-increased-area-of-effect-support.png"
"Awakened Spell Cascade Support","awakened-spell-cascade-support","gem/awakened/awakened-spell-cascade-support.png"
"Awakened Lightning Penetration Support","awakened-lightning-penetration-support","gem/awakened/awakened-lightning-penetration-support.png"
"Awakened Deadly Ailments Support","awakened-deadly-ailments-support","gem/awakened/awakened-deadly-ailments-support.png"
"Awakened Ancestral Call Support","awakened-ancestral-call-support","gem/awakened/awakened-ancestral-call-support.png"
"Awakened Brutality Support","awakened-brutality-support","gem/awakened/awakened-brutality-support.png"
"Awakened Chain Support","awakened-chain-support","gem/awakened/awakened-chain-support.png"
"Vaal Blight","vaal-blight","gem/vaal/vaal-blight.png"
"Vaal Lightning Arrow","vaal-lightning-arrow","gem/vaal/vaal-lightning-arrow.png"
"Vaal Blade Flurry","vaal-blade-flurry","gem/vaal/vaal-blade-flurry.png"
"Vaal Arctic Armour","vaal-arctic-armour","gem/vaal/vaal-arctic-armour.png"
"Vaal Orb","vaal-orb","gem/vaal/vaal-orb.png"
"Vaal Lightning Trap","vaal-lightning-trap","gem/vaal/vaal-lightning-trap.png"
"Purity of Fire","purity-of-fire","gem/vaal/purity-of-fire.png"
"Vaal Double Strike","vaal-double-strike","gem/vaal/vaal-double-strike.png"
"Vaal Molten Shell","vaal-molten-shell","gem/vaal/vaal-molten-shell.png"
"Spell Totem Support","spell-totem-support","gem/vaal/spell-totem-support.png"
"Vaal Lightning Strike","vaal-lightning-strike","gem/vaal/vaal-lightning-strike.png"
"Vaal Domination","vaal-domination","gem/vaal/vaal-domination.png"
"Vaal Storm Call","vaal-storm-call","gem/vaal/vaal-storm-call.png"
"Vaal Absolution","vaal-absolution","gem/vaal/vaal-absolution.png"
"Vaal Immortal Call","vaal-immortal-call","gem/vaal/vaal-immortal-call.png"
"Gemcutter's Prism","gemcutters-prism","gem/vaal/gemcutters-prism.png"
"Vaal Breach","vaal-breach","gem/vaal/vaal-breach.png"
"Vaal Burning Arrow","vaal-burning-arrow","gem/vaal/vaal-burning-arrow.png"
"Vaal Spectral Throw","vaal-spectral-throw","gem/vaal/vaal-spectral-throw.png"
"Vaal Impurity of Fire","vaal-impurity-of-fire","gem/vaal/vaal-impurity-of-fire.png"
"Vaal Impurity of Lightning","vaal-impurity-of-lightning","gem/vaal/vaal-impurity-of-lightning.png"
"Vaal Clarity","vaal-clarity","gem/vaal/vaal-clarity.png"
"Vaal Ground Slam","vaal-ground-slam","gem/vaal/vaal-ground-slam.png"
"Vaal Lightning Warp","vaal-lightning-warp","gem/vaal/vaal-lightning-warp.png"
"Vaal Glacial Hammer","vaal-glacial-hammer","gem/vaal/vaal-glacial-hammer.png"
"Unleash Support","unleash-support","gem/vaal/unleash-support.png"
"Spell Echo Support","spell-echo-support","gem/vaal/spell-echo-support.png"
"Vaal Animate Weapon","vaal-animate-weapon","gem/vaal/vaal-animate-weapon.png"
"Multistrike Support","multistrike-support","gem/vaal/multistrike-support.png"
"Vaal Cold Snap","vaal-cold-snap","gem/vaal/vaal-cold-snap.png"
"Vaal Spark","vaal-spark","gem/vaal/vaal-spark.png"
"Vaal Discipline","vaal-discipline","gem/vaal/vaal-discipline.png"
"Vaal Smite","vaal-smite","gem/vaal/vaal-smite.png"
"Vaal Flameblast","vaal-flameblast","gem/vaal/vaal-flameblast.png"
"Vaal Reap","vaal-reap","gem/vaal/vaal-reap.png"
"Vaal Ice Nova","vaal-ice-nova","gem/vaal/vaal-ice-nova.png"
"Vaal Power Siphon","vaal-power-siphon","gem/vaal/vaal-power-siphon.png"
"Vaal Summon Skeletons","vaal-summon-skeletons","gem/vaal/vaal-summon-skeletons.png"
"Vaal Haste","vaal-haste","gem/vaal/vaal-haste.png"
"Vaal Detonate Dead","vaal-detonate-dead","gem/vaal/vaal-detonate-dead.png"
